# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: hpc-g04-node01.unitn.it
# Release : 3.10.0-1127.19.1.el7.x86_64
# Version : #1 SMP Tue Aug 25 17:23:54 UTC 2020
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 237.978610 
# Number of iterations (recorded+unrecorded): 1458104320 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
832925079.20	5483.51
833925155.31	9536.14
834924993.44	5244.53
834940489.04	2860.74
835925545.50	9537.14
836924906.68	7629.31
837924744.81	4291.61
838924581.94	6437.42
839924658.05	6437.42
840924496.18	5721.49
841924333.32	5483.51
842924171.45	6436.42
843924247.56	4291.61
844924323.67	6913.38
845923922.82	7628.31
846923998.93	7152.36
847923836.06	7629.31
848923674.19	8582.23
849923750.30	7152.36
850923587.44	5483.51
851923425.57	6198.44
852924693.57	6436.42
853923338.81	7152.36
854923176.94	5721.49
855923252.05	7152.36
856923090.18	5721.49
857922928.31	11919.93
858922765.45	5245.53
859922841.56	7629.31
860922679.69	5006.55
861922516.82	5960.46
862922592.93	7629.31
863922430.06	6199.44
864922268.19	4768.57
865922582.28	6676.40
866922181.43	5007.55
867922019.57	7867.29
868921857.70	7628.31
869921932.81	4530.59
870922008.92	7629.31
871921608.07	4768.57
872921684.18	6676.40
873921522.31	6198.44
874921359.44	8106.27
875921435.55	8344.25
876921273.69	7867.29
877921110.82	8345.25
878920948.95	5721.49
879921025.06	7867.29
880920862.19	4530.59
881920700.32	8106.27
882920776.43	5245.53
883920613.56	7152.36
884920451.70	4529.59
885920527.81	7629.31
886920364.94	7629.31
887920203.07	2384.79
888920279.18	3099.72
889920116.31	7391.34
890919954.44	3099.72
891919791.57	7629.31
892919867.68	6914.38
893919705.82	3337.70
894920019.90	5483.51
895919619.06	13827.76
896919457.19	5483.51
897919771.28	6437.42
898919370.43	4768.57
899919208.56	5244.53
900919045.69	3576.68
901919121.80	6437.42
902918959.94	7867.29
903918797.07	6914.38
904918635.20	7629.31
905918711.31	6198.44
906918548.44	6675.40
907918386.57	8582.23
908918462.68	11204.99
909918299.81	6675.40
910918137.95	6437.42
911918214.06	4529.59
912918051.19	4768.57
913917889.32	6198.44
914917726.45	8344.25
915917802.56	6437.42
916917640.69	7390.34
917917477.82	4530.59
918917553.93	5722.49
919917392.07	10728.04
920917229.20	6675.40
921917305.31	5960.46
922917143.44	7152.36
923916980.57	7391.34
924917056.68	3099.72
925916894.81	5483.51
926916731.94	7867.29
927916570.07	6913.38
928916646.19	7390.34
929916483.32	3576.68
930916321.45	10251.08
931916397.56	5960.46
932916234.69	6914.38
933916072.82	4291.61
934916148.93	6198.44
935915986.06	11204.99
936915824.19	9297.16
937915661.33	5483.51
938915737.44	8821.21
939915575.57	8582.23
940915412.70	4768.57
941915727.79	4291.61
942915326.94	10013.10
943915164.07	8344.25
944915002.20	7629.31
945915078.32	4767.57
946914915.45	7391.34
947914753.58	5006.55
948914829.69	5721.49
949914666.82	5722.49
949920865.26	2145.81
950914981.91	8105.27
951914581.06	6675.40
952914418.19	6437.42
953914256.32	5006.55
954914332.44	4291.61
955914408.55	7390.34
956914007.70	6913.38
957913844.83	8106.27
958913920.94	7391.34
959913759.07	3337.70
960913596.20	10013.10
961913672.31	6198.44
962913510.44	6913.38
963913347.58	4053.64
964913423.69	3576.68
965913261.82	5244.53
966913098.95	3814.66
967913175.06	3099.72
968913013.19	3575.68
969912850.32	3099.72
970912926.43	3576.68
971912764.56	8582.23
972912601.70	3576.68
973912439.83	4291.61
973918876.25	1907.83
974912515.94	7867.29
975912353.07	4291.61
976912906.14	7390.34
977912267.31	6675.40
978912104.44	8344.25
979911942.57	8344.25
979920524.80	4291.61
980912017.69	12635.86
981911855.82	3576.68
982911693.95	8582.23
983911531.08	10251.08
984911607.19	5006.55
985911445.32	8344.25
986911282.45	8106.27
987911358.56	4291.61
988911195.69	9537.14
989911033.83	5721.49
990911109.94	5006.55
991911186.05	5006.55
992910785.20	4529.59
993911099.29	7391.34
994910698.44	15258.63
995910536.57	4053.64
996910373.70	7629.31
997910449.82	4291.61
998910287.95	9059.19
999910125.08	4530.59
1000910201.19	4768.57
1001910039.32	7629.31
1002909876.45	8821.21
1003909952.56	3576.68
1004909790.69	11442.97
1005909627.82	8345.25
1006909703.94	5722.49
1007909542.07	5006.55
1008589450.95	12157.91
1008910095.13	9297.16
1009909455.31	10729.04
1010909293.44	8821.21
1011293350.92	12635.86
1011909130.57	7868.29
1012908968.70	7867.29
1013908805.83	8821.21
1014908881.94	10013.10
1015908720.08	6913.38
1016790073.86	12397.89
1016908796.19	9059.19
1017908633.32	5960.46
1018908471.45	9059.19
1019908308.58	6199.44
1020908384.69	7391.34
1021908222.82	8106.27
1022908059.95	10252.08
1023907898.09	8582.23
1024301729.69	13589.78
1024602348.67	12158.91
1024644067.92	12158.91
1024907974.20	6913.38
1025907811.33	5483.51
1026143586.14	11920.93
1026907649.46	5245.53
1027907725.57	6913.38
1028149698.82	10251.08
1028907562.70	7391.34
1029907400.83	6437.42
1030150565.98	9298.16
1030233766.50	9536.14
1030425914.23	10490.06
1030479077.45	11681.95
1030648577.21	9298.16
1030907476.94	8105.27
1031148973.24	10967.01
1031664625.89	12158.91
1031907314.07	7391.34
1032907152.21	8582.23
1033907228.32	9059.19
1034281273.70	11919.93
1034317986.40	10251.08
1034907065.45	6914.38
1035672558.64	9775.12
1035906903.58	9298.16
1036906740.71	7391.34
1037176368.48	9536.14
1037906816.82	17403.44
1038682561.10	10013.10
1038906654.95	5244.53
1039906492.08	7391.34
1040906568.19	4768.57
1041906406.33	5006.55
1042906243.46	5483.51
1043906319.57	4768.57
1044906157.70	9536.14
1045905994.83	4291.61
1046906070.94	5960.46
1047905909.07	5244.53
1048905746.20	4530.59
1049905822.31	4291.61
1050905660.45	7390.34
1051905497.58	7629.31
1052905335.71	6675.40
1053905411.82	3575.68
1054905248.95	4291.61
1055905325.06	7391.34
1056905163.19	4529.59
1057905000.32	4530.59
1058905076.44	5245.53
1059904914.57	5721.49
1060904990.68	8105.27
1061904589.83	5006.55
1062904426.96	6199.44
1063904503.07	5960.46
1064904341.20	8344.25
1065904178.33	4053.64
1066904254.44	4530.59
1067904092.58	6436.42
1068903929.71	4768.57
1069904005.82	4291.61
1070903843.95	6675.40
1071903681.08	5960.46
1072903519.21	5721.49
1073903595.32	7390.34
1074903432.45	6198.44
1075903270.59	5483.51
1076904299.61	7391.34
1077903183.83	2861.74
1078903021.96	5006.55
1079902859.09	5960.46
1080902935.20	8106.27
1081902773.33	5960.46
1082902849.44	4052.64
1083902686.57	2622.76
1084902524.71	5244.53
1085902600.82	8105.27
